,perturbation,n,r2,fid
293,CCPG1,301,0.9957423903131892,0.2844435341349598
294,COQ9,300,0.9894158116540281,0.21357159101933298
295,COG6,299,0.9914966487201159,0.4025498598593238
296,DBI,299,0.9942658410220853,0.17340936485425829
297,BHLHA9,299,0.993472413178677,0.1971169592642248
298,DEDD,298,0.9927955072919925,0.16457100133715485
299,CAMKMT,297,0.9948230329623541,0.1861694765363513
300,CD33,297,0.9974750223953519,0.2400771386846685
301,CIAO2B,297,0.9824656227302415,0.1894096760920192
302,ATP2A2,296,0.9957401382628056,0.24888164131919588
303,DDX28,296,0.9896833700002289,0.31100146170435217
304,CENPV,295,0.9880940950523678,0.23720562935766587
305,CCDC28A,295,0.9948425813176813,0.24992032500633599
306,CGGBP1,295,0.9957014381744621,0.08747246970222022
307,C2CD2L,294,0.9952771207649853,0.13545855222245073
308,CTU2,294,0.9777338395467383,0.4922169565432739
309,DAXX,294,0.9935447933370505,0.34450835310404315
310,ABHD6,294,0.9971421981625891,0.1949067647719982
311,CD164,294,0.9950009214170805,0.20092747600130956
312,ABCG1,293,0.9959464308273073,0.23388253865821618
313,ATP6V0B,293,0.9931114203973995,0.374286088914344
314,CBY1,293,0.9952850779760738,0.1878372544690965
315,ATP5MC1,293,0.9949153957436613,0.1512249296764132
316,DHX34,292,0.9950870628354258,0.1803835755603611
317,AGFG2,292,0.9943799909115876,0.1795622919930029
318,BCKDK,292,0.9952520829387203,0.18514989524877024
319,ASIC4,292,0.9951572953208767,0.33363184789297584
320,BNIP2,291,0.995721823412063,0.1999237099746214
321,AQP3,291,0.9939204381570569,0.17902275391854516
322,DNAAF2,291,0.9981459240585323,0.12055159513963432
323,AMFR,291,0.9959946436824377,0.1846427358554159
324,APOBEC3G,290,0.9848393185262297,0.12761255878415234
325,CCDC136,289,0.9921892216464833,0.13226630098814063
326,CTNNBIP1,289,0.9915158562239856,0.2760129148366772
327,DNAJB9,288,0.9955241357649122,0.2298849531710303
328,CEP152,288,0.9922304729840382,0.34609307586939764
329,APBA3,287,0.9965358340947601,0.17958542115004406
330,COX17,287,0.9850583538100758,0.6199426135641701
331,ANKLE2,287,0.9946793893611671,0.24882434217895977
332,BANF1,286,0.9955423879317186,0.24027954036937516
333,ASRGL1,286,0.9934199546253981,0.12792033147618298
334,DDX46,286,0.9839723576323137,0.2923017935400676
335,B4GALT4,286,0.9962795506256408,0.21235881252275668
336,ASPM,285,0.994870865011949,0.145410000472026
337,ARAP1,285,0.9940273031325384,0.16837910649771182
338,BTNL9,284,0.9921551545266796,0.1913018718720707
339,ALG14,284,0.9945339637861469,0.3504758828111818
340,CBX4,284,0.9947203453498528,0.24059488053788414
341,COPRS,284,0.9966449269797606,0.23540051395430694
342,COG2,284,0.9892726843607326,0.3385375031402109
343,CLK4,283,0.9946643138922002,0.12224076641031267
344,CD55,283,0.997307862047781,0.1532655068920068
345,ASB1,282,0.9900241092536042,0.2171889696136624
346,CAV2,282,0.9928509847417869,0.21627365984597802
347,AIMP1,282,0.9947385341691899,0.18714710935945078
348,ATP6V1E1,282,0.994570553403547,0.36106466380551083
349,C19orf47,282,0.9920193326215699,0.14258540558237698
350,CARD11,281,0.9964268547677013,0.30074809669231684
351,ATG7,280,0.9922521620099186,0.22828211875994597
352,C1orf174,280,0.9974290211494239,0.20047859769401377
353,DENND4C,280,0.9980626362912742,0.18372123436759047
354,ADD1,279,0.9941001581261005,0.19951762056330402
355,CAPG,279,0.9964749735217344,0.1536934142191697
356,CCDC137,279,0.9855345169757578,0.2267203965856588
357,DIAPH3,279,0.9894681391318542,0.19503003604786073
358,AMH,279,0.9954740275887269,0.14315661252793532
359,DIRAS3,279,0.9941901383434235,0.17313776467047504
360,CMC4,279,0.9545255516977488,0.4087836535854912
361,CYP4F11,278,0.9952898633131878,0.1565152392947926
362,CHPF2,277,0.9927082999995392,0.26682923838482253
363,ATP6V1E2,277,0.995905239200295,0.2406458990221232
364,BUB3,277,0.9706588190741811,0.37047148612798786
365,BLZF1,277,0.9948320576066138,0.24930888491687675
366,CREG1,276,0.994902104837163,0.20615162507284346
367,CHKA,276,0.998054635705634,0.29182484230586603
368,DCAF17,276,0.9936097498823514,0.1696576773658478
369,B2M,276,0.9932076529771173,0.18061418224186632
370,CTDSPL,276,0.9932157451880429,0.17745488286362487
371,CUX1,276,0.9967458019947026,0.1344396178839311
372,AKIRIN2,276,0.9822676013100138,0.34421788102740614
373,ALG11,276,0.9939619648888653,0.3269010093050877
374,CABIN1,275,0.9909272845293853,0.4841237962213327
375,ALDH2,275,0.994797308148452,0.2159031313571873
376,CRKL,275,0.9971686513765268,0.166419999059217
377,BBS7,275,0.9951628310172603,0.1413205764579768
378,CCDC130,275,0.9881819957147705,0.1429701145074862
379,DBX2,275,0.9968812529918727,0.16314450920767243
380,COL18A1,274,0.994581589542268,0.1930787031033674
381,BSX,274,0.9948285676364976,0.2402382342181788
382,CD81,274,0.9960755715438182,0.19166563661109493
383,CREBZF,274,0.9950029889653608,0.18610483635817587
384,CEP85,273,0.9873823258394443,0.263041948345883
385,BZW2,273,0.9937919599519105,0.13497199517134106
386,ARID3B,273,0.9931140468126138,0.31381654137574166
387,COPG2,273,0.9944607877071854,0.2772776677560582
388,ALKBH7,273,0.9912381077585182,0.2975870911605867
389,ACTN1,272,0.9941796824161795,0.2744577037237157
390,CHRNA5,271,0.9970267839810019,0.24029307228366825
391,CHTOP,270,0.9920474897592466,0.11052198262252233
392,CHCHD5,270,0.9925548816598192,0.2218980936094237
393,ATP11A,270,0.9917588218697826,0.2908191205894184
394,CNOT10,270,0.9896953568979358,0.3902723433054529
395,ARID1A,270,0.9928613636758374,0.3753644067225803
396,CTAG2,270,0.9951959036044612,0.17885667869248678
397,BIRC2,269,0.9938206637959486,0.1744440006858614
398,CSNK1G2,269,0.9954174768776338,0.2264163820000249
399,DFFB,269,0.9957765246440746,0.11782578197733073
